
Comms Startup 
624
633 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,51,49,50,51,530,16,
648 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,51,49,50,51,530,16,
663 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,51,49,50,51,530,16,
677 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,51,49,50,51,530,16,
693 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,521,16,
708 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,521,16,
727 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,521,16,
741 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,521,16,
756 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,516,16,
772 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,516,16,
786 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,516,16,
805 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,516,16,
821 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,47,46,49,515,16,
835 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,47,46,49,515,16,
850 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,47,46,49,515,16,
865 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,47,46,49,515,16,
880 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,520,16,
899 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,520,16,
914 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,520,16,
928 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,520,16,
944 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,518,16,
959 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,518,16,
977 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,518,16,
992 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,518,16,
1007 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,51,51,49,48,514,16,
1022 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,51,51,49,48,514,16,
1037 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,51,51,49,48,514,16,
1052 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,51,51,49,48,514,16,
1071 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,515,17,
1086 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,515,17,
1100 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,515,17,
1116 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,515,17,
1131 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,514,16,
1149 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,514,16,
1165 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,514,16,
1179 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,514,16,
1195 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,52,51,49,48,527,16,
1210 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,52,51,49,48,527,16,
1224 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,52,51,49,48,527,16,
1243 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,52,51,49,48,527,16,
1258 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,52,51,49,48,520,16,
1273 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,52,51,49,48,520,16,
1288 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,52,51,49,48,520,16,
1303 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,52,51,49,48,520,16,
1321 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,52,51,49,48,508,16,
1337 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,508,16,
1352 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,508,16,
1367 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,508,16,
1382 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,508,16,
1397 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,48,510,16,
1416 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,48,510,16,
1430 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,48,510,16,
1445 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,48,510,16,
1461 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,48,520,16,
1475 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,48,520,16,
1495 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,48,520,16,
1509 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,48,520,16,
1524 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,524,16,
1540 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,524,16,
1554 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,524,16,
1572 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,524,16,
1588 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,516,16,
1603 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,516,16,
1618 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,516,16,
1633 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,516,16,
1648 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,512,16,
1667 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,512,16,
1682 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,512,16,
1696 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,49,512,16,
1712 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,519,16,
1727 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,519,16,
1745 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,519,16,
1761 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,519,16,
1776 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,523,16,
1790 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,523,16,
1806 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,523,16,
1820 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,49,49,49,48,523,16,
1840 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,51,49,49,528,16,
1854 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,51,49,49,528,16,
1869 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,51,49,49,528,16,
1885 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,51,49,49,528,16,
1899 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,51,49,49,528,16,
1918 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,48,508,16,
1933 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,48,508,16,
1989 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,48,523,16,
2004 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,48,523,16,
2020 0.0000,0,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000 0.000000,50,50,49,48,523,16,
